dataset,sid,key,group,scenario,split
d3,9000000000012154192,KIC 12154192,dsct_flag0,,dev
d3,9000000000012154361,KIC 12154361,dsct_flag0,,holdout
d3,9000000000012158992,KIC 12158992,dsct_flag0,,dev
d3,9000000000012164713,KIC 12164713,dsct_flag0,,holdout
d3,9000000000012165037,KIC 12165037,dsct_flag0,,holdout
d3,9000000000012165609,KIC 12165609,dsct_flag0,,holdout
d3,9000000000012169210,KIC 12169210,dsct_flag0,,dev
d3,9000000000012169504,KIC 12169504,dsct_flag0,,dev
d3,9000000000012217184,KIC 12217184,dsct_flag0,,dev
d3,9000000000012217615,KIC 12217615,dsct_flag0,,holdout
d3,9000000000012251984,KIC 12251984,dsct_flag0,,dev
d3,9000000000012252251,KIC 12252251,dsct_flag0,,holdout
d3,9000000000012254814,KIC 12254814,dsct_flag0,,dev
d3,9000000000012257255,KIC 12257255,dsct_flag0,,holdout
d3,9000000000012258298,KIC 12258298,dsct_flag0,,dev
d3,9000000000012266450,KIC 12266450,dsct_flag0,,dev
d3,9000000000012300949,KIC 12300949,dsct_flag0,,holdout
d3,9000000000012301086,KIC 12301086,dsct_flag0,,dev
d3,9000000000012301502,KIC 12301502,dsct_flag0,,dev
d3,9000000000012303348,KIC 12303348,dsct_flag0,,dev
d3,9000000000012305660,KIC 12305660,dsct_flag0,,dev
d3,9000000000012314254,KIC 12314254,dsct_flag0,,dev
d3,9000000000012350399,KIC 12350399,dsct_flag0,,holdout
d3,9000000000012353867,KIC 12353867,dsct_flag0,,holdout
d3,9000000000012354413,KIC 12354413,dsct_flag0,,holdout
d3,9000000000012367754,KIC 12367754,dsct_flag0,,dev
d3,9000000000012367993,KIC 12367993,dsct_flag0,,holdout
d3,9000000000012404771,KIC 12404771,dsct_flag0,,holdout
d3,9000000000012417572,KIC 12417572,dsct_flag0,,dev
d3,9000000000012453980,KIC 12453980,dsct_flag0,,dev
d3,9000000000012457741,KIC 12457741,dsct_flag0,,holdout
d3,9000000000012470350,KIC 12470350,dsct_flag0,,dev
d3,9000000000012505621,KIC 12505621,dsct_flag0,,holdout
d3,9000000000012505658,KIC 12505658,dsct_flag0,,dev
d3,9000000000012507003,KIC 12507003,dsct_flag0,,holdout
d3,9000000000012554510,KIC 12554510,dsct_flag0,,dev
d3,9000000000012601798,KIC 12601798,dsct_flag0,,dev
d3,9000000000012646712,KIC 12646712,dsct_flag0,,dev
d3,9000000000012647397,KIC 12647397,dsct_flag0,,holdout
d3,9000000000012688779,KIC 12688779,dsct_flag0,,holdout
d3,9000000000012692087,KIC 12692087,dsct_flag0,,holdout
d3,9000000000012736952,KIC 12736952,dsct_flag0,,dev
d3,9000000000012783511,KIC 12783511,dsct_flag0,,holdout
d3,9000000000012885346,KIC 12885346,dsct_flag0,,dev
d3,9000000000012934846,KIC 12934846,dsct_flag0,,dev
d2,9200011167460220000,TIC 1116746,B,nominal,dev
d2,9300011167460220000,TIC 1116746,A,nominal,dev
d2,9200011167461220000,TIC 1116746,B,nominal,dev
d2,9300011167461220000,TIC 1116746,A,nominal,dev
d2,9200011167462220000,TIC 1116746,B,nominal,dev
d2,9300011167462220000,TIC 1116746,A,nominal,dev
d2,9200011167461110000,TIC 1116746,B,ladder_g1r1,dev
d2,9200011167461120000,TIC 1116746,B,ladder_g1r2,dev
d2,9200011167461130000,TIC 1116746,B,ladder_g1r3,dev
d2,9200011167461210000,TIC 1116746,B,ladder_g2r1,dev
d2,9200011167461230000,TIC 1116746,B,ladder_g2r3,dev
d2,9200011167461310000,TIC 1116746,B,ladder_g3r1,dev
d2,9200011167461320000,TIC 1116746,B,ladder_g3r2,dev
d2,9200011167461330000,TIC 1116746,B,ladder_g3r3,dev
d2,9200011167461221000,TIC 1116746,B,phase_1,dev
d2,9200011167461222000,TIC 1116746,B,phase_2,dev
d2,9200011167461220100,TIC 1116746,B,ampscale_0.7,dev
d2,9200011167461220200,TIC 1116746,B,ampscale_1.3,dev
d2,9200056241840220000,TIC 5624184,B,nominal,dev
d2,9300056241840220000,TIC 5624184,A,nominal,dev
d2,9200056241841220000,TIC 5624184,B,nominal,dev
d2,9300056241841220000,TIC 5624184,A,nominal,dev
d2,9200056241842220000,TIC 5624184,B,nominal,dev
d2,9300056241842220000,TIC 5624184,A,nominal,dev
d2,9200056241841110000,TIC 5624184,B,ladder_g1r1,dev
d2,9200056241841120000,TIC 5624184,B,ladder_g1r2,dev
d2,9200056241841130000,TIC 5624184,B,ladder_g1r3,dev
d2,9200056241841210000,TIC 5624184,B,ladder_g2r1,dev
d2,9200056241841230000,TIC 5624184,B,ladder_g2r3,dev
d2,9200056241841310000,TIC 5624184,B,ladder_g3r1,dev
d2,9200056241841320000,TIC 5624184,B,ladder_g3r2,dev
d2,9200056241841330000,TIC 5624184,B,ladder_g3r3,dev
d2,9200056241841221000,TIC 5624184,B,phase_1,dev
d2,9200056241841222000,TIC 5624184,B,phase_2,dev
d2,9200056241841220100,TIC 5624184,B,ampscale_0.7,dev
d2,9200056241841220200,TIC 5624184,B,ampscale_1.3,dev
d2,9200056241841220300,TIC 5624184,B,dropout,dev
d2,9200076758590220000,TIC 7675859,B,nominal,holdout
d2,9300076758590220000,TIC 7675859,A,nominal,holdout
d2,9200076758591220000,TIC 7675859,B,nominal,holdout
d2,9300076758591220000,TIC 7675859,A,nominal,holdout
d2,9200076758592220000,TIC 7675859,B,nominal,holdout
d2,9300076758592220000,TIC 7675859,A,nominal,holdout
d2,9200076758591110000,TIC 7675859,B,ladder_g1r1,holdout
d2,9200076758591120000,TIC 7675859,B,ladder_g1r2,holdout
d2,9200076758591130000,TIC 7675859,B,ladder_g1r3,holdout
d2,9200076758591210000,TIC 7675859,B,ladder_g2r1,holdout
d2,9200076758591230000,TIC 7675859,B,ladder_g2r3,holdout
d2,9200076758591310000,TIC 7675859,B,ladder_g3r1,holdout
d2,9200076758591320000,TIC 7675859,B,ladder_g3r2,holdout
d2,9200076758591330000,TIC 7675859,B,ladder_g3r3,holdout
d2,9200076758591221000,TIC 7675859,B,phase_1,holdout
d2,9200076758591222000,TIC 7675859,B,phase_2,holdout
d2,9200076758591220100,TIC 7675859,B,ampscale_0.7,holdout
d2,9200076758591220200,TIC 7675859,B,ampscale_1.3,holdout
d2,9200076758591220300,TIC 7675859,B,dropout,holdout
d2,9200076758591220001,TIC 7675859,B,cadence_alt,holdout
d2,9200084456650220000,TIC 8445665,B,nominal,holdout
d2,9300084456650220000,TIC 8445665,A,nominal,holdout
d2,9200084456651220000,TIC 8445665,B,nominal,holdout
d2,9300084456651220000,TIC 8445665,A,nominal,holdout
d2,9200084456652220000,TIC 8445665,B,nominal,holdout
d2,9300084456652220000,TIC 8445665,A,nominal,holdout
d2,9200084456651110000,TIC 8445665,B,ladder_g1r1,holdout
d2,9200084456651120000,TIC 8445665,B,ladder_g1r2,holdout
d2,9200084456651130000,TIC 8445665,B,ladder_g1r3,holdout
d2,9200084456651210000,TIC 8445665,B,ladder_g2r1,holdout
d2,9200084456651230000,TIC 8445665,B,ladder_g2r3,holdout
d2,9200084456651310000,TIC 8445665,B,ladder_g3r1,holdout
d2,9200084456651320000,TIC 8445665,B,ladder_g3r2,holdout
d2,9200084456651330000,TIC 8445665,B,ladder_g3r3,holdout
d2,9200084456651221000,TIC 8445665,B,phase_1,holdout
d2,9200084456651222000,TIC 8445665,B,phase_2,holdout
d2,9200084456651220100,TIC 8445665,B,ampscale_0.7,holdout
d2,9200084456651220200,TIC 8445665,B,ampscale_1.3,holdout
d2,9200084456651220300,TIC 8445665,B,dropout,holdout
d2,9200135666240220000,TIC 13566624,B,nominal,dev
d2,9300135666240220000,TIC 13566624,A,nominal,dev
d2,9200135666241220000,TIC 13566624,B,nominal,dev
d2,9300135666241220000,TIC 13566624,A,nominal,dev
d2,9200135666242220000,TIC 13566624,B,nominal,dev
d2,9300135666242220000,TIC 13566624,A,nominal,dev
d2,9200135666241110000,TIC 13566624,B,ladder_g1r1,dev
d2,9200135666241120000,TIC 13566624,B,ladder_g1r2,dev
d2,9200135666241130000,TIC 13566624,B,ladder_g1r3,dev
d2,9200135666241210000,TIC 13566624,B,ladder_g2r1,dev
d2,9200135666241230000,TIC 13566624,B,ladder_g2r3,dev
d2,9200135666241310000,TIC 13566624,B,ladder_g3r1,dev
d2,9200135666241320000,TIC 13566624,B,ladder_g3r2,dev
d2,9200135666241330000,TIC 13566624,B,ladder_g3r3,dev
d2,9200135666241221000,TIC 13566624,B,phase_1,dev
d2,9200135666241222000,TIC 13566624,B,phase_2,dev
d2,9200135666241220100,TIC 13566624,B,ampscale_0.7,dev
d2,9200135666241220200,TIC 13566624,B,ampscale_1.3,dev
d2,9200135666241220300,TIC 13566624,B,dropout,dev
d2,9200144486100220000,TIC 14448610,B,nominal,dev
d2,9300144486100220000,TIC 14448610,A,nominal,dev
d2,9200144486101220000,TIC 14448610,B,nominal,dev
d2,9300144486101220000,TIC 14448610,A,nominal,dev
d2,9200144486102220000,TIC 14448610,B,nominal,dev
d2,9300144486102220000,TIC 14448610,A,nominal,dev
d2,9200144486101110000,TIC 14448610,B,ladder_g1r1,dev
d2,9200144486101120000,TIC 14448610,B,ladder_g1r2,dev
d2,9200144486101130000,TIC 14448610,B,ladder_g1r3,dev
d2,9200144486101210000,TIC 14448610,B,ladder_g2r1,dev
d2,9200144486101230000,TIC 14448610,B,ladder_g2r3,dev
d2,9200144486101310000,TIC 14448610,B,ladder_g3r1,dev
d2,9200144486101320000,TIC 14448610,B,ladder_g3r2,dev
d2,9200144486101330000,TIC 14448610,B,ladder_g3r3,dev
d2,9200144486101221000,TIC 14448610,B,phase_1,dev
d2,9200144486101222000,TIC 14448610,B,phase_2,dev
d2,9200144486101220100,TIC 14448610,B,ampscale_0.7,dev
d2,9200144486101220200,TIC 14448610,B,ampscale_1.3,dev
d2,9200144486101220300,TIC 14448610,B,dropout,dev
d2,9200211870720220000,TIC 21187072,B,nominal,dev
d2,9300211870720220000,TIC 21187072,A,nominal,dev
d2,9200211870721220000,TIC 21187072,B,nominal,dev
d2,9300211870721220000,TIC 21187072,A,nominal,dev
d2,9200211870722220000,TIC 21187072,B,nominal,dev
d2,9300211870722220000,TIC 21187072,A,nominal,dev
d2,9200211870721110000,TIC 21187072,B,ladder_g1r1,dev
d2,9200211870721120000,TIC 21187072,B,ladder_g1r2,dev
d2,9200211870721130000,TIC 21187072,B,ladder_g1r3,dev
d2,9200211870721210000,TIC 21187072,B,ladder_g2r1,dev
d2,9200211870721230000,TIC 21187072,B,ladder_g2r3,dev
d2,9200211870721310000,TIC 21187072,B,ladder_g3r1,dev
d2,9200211870721320000,TIC 21187072,B,ladder_g3r2,dev
d2,9200211870721330000,TIC 21187072,B,ladder_g3r3,dev
d2,9200211870721221000,TIC 21187072,B,phase_1,dev
d2,9200211870721222000,TIC 21187072,B,phase_2,dev
d2,9200211870721220100,TIC 21187072,B,ampscale_0.7,dev
d2,9200211870721220200,TIC 21187072,B,ampscale_1.3,dev
d2,9200211870721220300,TIC 21187072,B,dropout,dev
d2,9200211870721220001,TIC 21187072,B,cadence_alt,dev
d2,9200246033970220000,TIC 24603397,B,nominal,holdout
d2,9300246033970220000,TIC 24603397,A,nominal,holdout
d2,9200246033971220000,TIC 24603397,B,nominal,holdout
d2,9300246033971220000,TIC 24603397,A,nominal,holdout
d2,9200246033972220000,TIC 24603397,B,nominal,holdout
d2,9300246033972220000,TIC 24603397,A,nominal,holdout
d2,9200246033971110000,TIC 24603397,B,ladder_g1r1,holdout
d2,9200246033971120000,TIC 24603397,B,ladder_g1r2,holdout
d2,9200246033971130000,TIC 24603397,B,ladder_g1r3,holdout
d2,9200246033971210000,TIC 24603397,B,ladder_g2r1,holdout
d2,9200246033971230000,TIC 24603397,B,ladder_g2r3,holdout
d2,9200246033971310000,TIC 24603397,B,ladder_g3r1,holdout
d2,9200246033971320000,TIC 24603397,B,ladder_g3r2,holdout
d2,9200246033971330000,TIC 24603397,B,ladder_g3r3,holdout
d2,9200246033971221000,TIC 24603397,B,phase_1,holdout
d2,9200246033971222000,TIC 24603397,B,phase_2,holdout
d2,9200246033971220100,TIC 24603397,B,ampscale_0.7,holdout
d2,9200246033971220200,TIC 24603397,B,ampscale_1.3,holdout
d2,9200298623440220000,TIC 29862344,B,nominal,dev
d2,9300298623440220000,TIC 29862344,A,nominal,dev
d2,9200298623441220000,TIC 29862344,B,nominal,dev
d2,9300298623441220000,TIC 29862344,A,nominal,dev
d2,9200298623442220000,TIC 29862344,B,nominal,dev
d2,9300298623442220000,TIC 29862344,A,nominal,dev
d2,9200298623441110000,TIC 29862344,B,ladder_g1r1,dev
d2,9200298623441120000,TIC 29862344,B,ladder_g1r2,dev
d2,9200298623441130000,TIC 29862344,B,ladder_g1r3,dev
d2,9200298623441210000,TIC 29862344,B,ladder_g2r1,dev
d2,9200298623441230000,TIC 29862344,B,ladder_g2r3,dev
d2,9200298623441310000,TIC 29862344,B,ladder_g3r1,dev
d2,9200298623441320000,TIC 29862344,B,ladder_g3r2,dev
d2,9200298623441330000,TIC 29862344,B,ladder_g3r3,dev
d2,9200298623441221000,TIC 29862344,B,phase_1,dev
d2,9200298623441222000,TIC 29862344,B,phase_2,dev
d2,9200298623441220100,TIC 29862344,B,ampscale_0.7,dev
d2,9200298623441220200,TIC 29862344,B,ampscale_1.3,dev
d2,9200298623441220300,TIC 29862344,B,dropout,dev
d2,9200298623441220001,TIC 29862344,B,cadence_alt,dev
d2,9200305453820220000,TIC 30545382,B,nominal,dev
d2,9300305453820220000,TIC 30545382,A,nominal,dev
d2,9200305453821220000,TIC 30545382,B,nominal,dev
d2,9300305453821220000,TIC 30545382,A,nominal,dev
d2,9200305453822220000,TIC 30545382,B,nominal,dev
d2,9300305453822220000,TIC 30545382,A,nominal,dev
d2,9200305453821110000,TIC 30545382,B,ladder_g1r1,dev
d2,9200305453821120000,TIC 30545382,B,ladder_g1r2,dev
d2,9200305453821130000,TIC 30545382,B,ladder_g1r3,dev
d2,9200305453821210000,TIC 30545382,B,ladder_g2r1,dev
d2,9200305453821230000,TIC 30545382,B,ladder_g2r3,dev
d2,9200305453821310000,TIC 30545382,B,ladder_g3r1,dev
d2,9200305453821320000,TIC 30545382,B,ladder_g3r2,dev
d2,9200305453821330000,TIC 30545382,B,ladder_g3r3,dev
d2,9200305453821221000,TIC 30545382,B,phase_1,dev
d2,9200305453821222000,TIC 30545382,B,phase_2,dev
d2,9200305453821220100,TIC 30545382,B,ampscale_0.7,dev
d2,9200305453821220200,TIC 30545382,B,ampscale_1.3,dev
d2,9200305453821220300,TIC 30545382,B,dropout,dev
d2,9200305453821220001,TIC 30545382,B,cadence_alt,dev
d2,9200337175650220000,TIC 33717565,B,nominal,holdout
d2,9300337175650220000,TIC 33717565,A,nominal,holdout
d2,9200337175651220000,TIC 33717565,B,nominal,holdout
d2,9300337175651220000,TIC 33717565,A,nominal,holdout
d2,9200337175652220000,TIC 33717565,B,nominal,holdout
d2,9300337175652220000,TIC 33717565,A,nominal,holdout
d2,9200337175651110000,TIC 33717565,B,ladder_g1r1,holdout
d2,9200337175651120000,TIC 33717565,B,ladder_g1r2,holdout
d2,9200337175651130000,TIC 33717565,B,ladder_g1r3,holdout
d2,9200337175651210000,TIC 33717565,B,ladder_g2r1,holdout
d2,9200337175651230000,TIC 33717565,B,ladder_g2r3,holdout
d2,9200337175651310000,TIC 33717565,B,ladder_g3r1,holdout
d2,9200337175651320000,TIC 33717565,B,ladder_g3r2,holdout
d2,9200337175651330000,TIC 33717565,B,ladder_g3r3,holdout
d2,9200337175651221000,TIC 33717565,B,phase_1,holdout
d2,9200337175651222000,TIC 33717565,B,phase_2,holdout
d2,9200337175651220100,TIC 33717565,B,ampscale_0.7,holdout
d2,9200337175651220200,TIC 33717565,B,ampscale_1.3,holdout
d2,9200337175651220300,TIC 33717565,B,dropout,holdout
d2,9200337175651220001,TIC 33717565,B,cadence_alt,holdout
d2,9200468476350220000,TIC 46847635,B,nominal,holdout
d2,9300468476350220000,TIC 46847635,A,nominal,holdout
d2,9200468476351220000,TIC 46847635,B,nominal,holdout
d2,9300468476351220000,TIC 46847635,A,nominal,holdout
d2,9200468476352220000,TIC 46847635,B,nominal,holdout
d2,9300468476352220000,TIC 46847635,A,nominal,holdout
d2,9200468476351110000,TIC 46847635,B,ladder_g1r1,holdout
d2,9200468476351120000,TIC 46847635,B,ladder_g1r2,holdout
d2,9200468476351130000,TIC 46847635,B,ladder_g1r3,holdout
d2,9200468476351210000,TIC 46847635,B,ladder_g2r1,holdout
d2,9200468476351230000,TIC 46847635,B,ladder_g2r3,holdout
d2,9200468476351310000,TIC 46847635,B,ladder_g3r1,holdout
d2,9200468476351320000,TIC 46847635,B,ladder_g3r2,holdout
d2,9200468476351330000,TIC 46847635,B,ladder_g3r3,holdout
d2,9200468476351221000,TIC 46847635,B,phase_1,holdout
d2,9200468476351222000,TIC 46847635,B,phase_2,holdout
d2,9200468476351220100,TIC 46847635,B,ampscale_0.7,holdout
d2,9200468476351220200,TIC 46847635,B,ampscale_1.3,holdout
d2,9200556504070220000,TIC 55650407,B,nominal,holdout
d2,9300556504070220000,TIC 55650407,A,nominal,holdout
d2,9200556504071220000,TIC 55650407,B,nominal,holdout
d2,9300556504071220000,TIC 55650407,A,nominal,holdout
d2,9200556504072220000,TIC 55650407,B,nominal,holdout
d2,9300556504072220000,TIC 55650407,A,nominal,holdout
d2,9200556504071110000,TIC 55650407,B,ladder_g1r1,holdout
d2,9200556504071120000,TIC 55650407,B,ladder_g1r2,holdout
d2,9200556504071130000,TIC 55650407,B,ladder_g1r3,holdout
d2,9200556504071210000,TIC 55650407,B,ladder_g2r1,holdout
d2,9200556504071230000,TIC 55650407,B,ladder_g2r3,holdout
d2,9200556504071310000,TIC 55650407,B,ladder_g3r1,holdout
d2,9200556504071320000,TIC 55650407,B,ladder_g3r2,holdout
d2,9200556504071330000,TIC 55650407,B,ladder_g3r3,holdout
d2,9200556504071221000,TIC 55650407,B,phase_1,holdout
d2,9200556504071222000,TIC 55650407,B,phase_2,holdout
d2,9200556504071220100,TIC 55650407,B,ampscale_0.7,holdout
d2,9200556504071220200,TIC 55650407,B,ampscale_1.3,holdout
d2,9200556504071220300,TIC 55650407,B,dropout,holdout
d2,9200556504071220001,TIC 55650407,B,cadence_alt,holdout
d2,9200632814990220000,TIC 63281499,B,nominal,holdout
d2,9300632814990220000,TIC 63281499,A,nominal,holdout
d2,9200632814991220000,TIC 63281499,B,nominal,holdout
d2,9300632814991220000,TIC 63281499,A,nominal,holdout
d2,9200632814992220000,TIC 63281499,B,nominal,holdout
d2,9300632814992220000,TIC 63281499,A,nominal,holdout
d2,9200632814991110000,TIC 63281499,B,ladder_g1r1,holdout
d2,9200632814991120000,TIC 63281499,B,ladder_g1r2,holdout
d2,9200632814991130000,TIC 63281499,B,ladder_g1r3,holdout
d2,9200632814991210000,TIC 63281499,B,ladder_g2r1,holdout
d2,9200632814991230000,TIC 63281499,B,ladder_g2r3,holdout
d2,9200632814991310000,TIC 63281499,B,ladder_g3r1,holdout
d2,9200632814991320000,TIC 63281499,B,ladder_g3r2,holdout
d2,9200632814991330000,TIC 63281499,B,ladder_g3r3,holdout
d2,9200632814991221000,TIC 63281499,B,phase_1,holdout
d2,9200632814991222000,TIC 63281499,B,phase_2,holdout
d2,9200632814991220100,TIC 63281499,B,ampscale_0.7,holdout
d2,9200632814991220200,TIC 63281499,B,ampscale_1.3,holdout
d2,9200632814991220300,TIC 63281499,B,dropout,holdout
d2,9200632814991220001,TIC 63281499,B,cadence_alt,holdout
d2,9200651442900220000,TIC 65144290,B,nominal,dev
d2,9300651442900220000,TIC 65144290,A,nominal,dev
d2,9200651442901220000,TIC 65144290,B,nominal,dev
d2,9300651442901220000,TIC 65144290,A,nominal,dev
d2,9200651442902220000,TIC 65144290,B,nominal,dev
d2,9300651442902220000,TIC 65144290,A,nominal,dev
d2,9200651442901110000,TIC 65144290,B,ladder_g1r1,dev
d2,9200651442901120000,TIC 65144290,B,ladder_g1r2,dev
d2,9200651442901130000,TIC 65144290,B,ladder_g1r3,dev
d2,9200651442901210000,TIC 65144290,B,ladder_g2r1,dev
d2,9200651442901230000,TIC 65144290,B,ladder_g2r3,dev
d2,9200651442901310000,TIC 65144290,B,ladder_g3r1,dev
d2,9200651442901320000,TIC 65144290,B,ladder_g3r2,dev
d2,9200651442901330000,TIC 65144290,B,ladder_g3r3,dev
d2,9200651442901221000,TIC 65144290,B,phase_1,dev
d2,9200651442901222000,TIC 65144290,B,phase_2,dev
d2,9200651442901220100,TIC 65144290,B,ampscale_0.7,dev
d2,9200651442901220200,TIC 65144290,B,ampscale_1.3,dev
d2,9200725171980220000,TIC 72517198,B,nominal,dev
d2,9300725171980220000,TIC 72517198,A,nominal,dev
d2,9200725171981220000,TIC 72517198,B,nominal,dev
d2,9300725171981220000,TIC 72517198,A,nominal,dev
d2,9200725171982220000,TIC 72517198,B,nominal,dev
d2,9300725171982220000,TIC 72517198,A,nominal,dev
d2,9200725171981110000,TIC 72517198,B,ladder_g1r1,dev
d2,9200725171981120000,TIC 72517198,B,ladder_g1r2,dev
d2,9200725171981130000,TIC 72517198,B,ladder_g1r3,dev
d2,9200725171981210000,TIC 72517198,B,ladder_g2r1,dev
d2,9200725171981230000,TIC 72517198,B,ladder_g2r3,dev
d2,9200725171981310000,TIC 72517198,B,ladder_g3r1,dev
d2,9200725171981320000,TIC 72517198,B,ladder_g3r2,dev
d2,9200725171981330000,TIC 72517198,B,ladder_g3r3,dev
d2,9200725171981221000,TIC 72517198,B,phase_1,dev
d2,9200725171981222000,TIC 72517198,B,phase_2,dev
d2,9200725171981220100,TIC 72517198,B,ampscale_0.7,dev
d2,9200725171981220200,TIC 72517198,B,ampscale_1.3,dev
d2,9200726374740220000,TIC 72637474,B,nominal,dev
d2,9300726374740220000,TIC 72637474,A,nominal,dev
d2,9200726374741220000,TIC 72637474,B,nominal,dev
d2,9300726374741220000,TIC 72637474,A,nominal,dev
d2,9200726374742220000,TIC 72637474,B,nominal,dev
d2,9300726374742220000,TIC 72637474,A,nominal,dev
d2,9200726374741110000,TIC 72637474,B,ladder_g1r1,dev
d2,9200726374741120000,TIC 72637474,B,ladder_g1r2,dev
d2,9200726374741130000,TIC 72637474,B,ladder_g1r3,dev
d2,9200726374741210000,TIC 72637474,B,ladder_g2r1,dev
d2,9200726374741230000,TIC 72637474,B,ladder_g2r3,dev
d2,9200726374741310000,TIC 72637474,B,ladder_g3r1,dev
d2,9200726374741320000,TIC 72637474,B,ladder_g3r2,dev
d2,9200726374741330000,TIC 72637474,B,ladder_g3r3,dev
d2,9200726374741221000,TIC 72637474,B,phase_1,dev
d2,9200726374741222000,TIC 72637474,B,phase_2,dev
d2,9200726374741220100,TIC 72637474,B,ampscale_0.7,dev
d2,9200726374741220200,TIC 72637474,B,ampscale_1.3,dev
d2,9200726374741220300,TIC 72637474,B,dropout,dev
d2,9200726374741220001,TIC 72637474,B,cadence_alt,dev
d2,9200793538600220000,TIC 79353860,B,nominal,dev
d2,9300793538600220000,TIC 79353860,A,nominal,dev
d2,9200793538601220000,TIC 79353860,B,nominal,dev
d2,9300793538601220000,TIC 79353860,A,nominal,dev
d2,9200793538602220000,TIC 79353860,B,nominal,dev
d2,9300793538602220000,TIC 79353860,A,nominal,dev
d2,9200793538601110000,TIC 79353860,B,ladder_g1r1,dev
d2,9200793538601120000,TIC 79353860,B,ladder_g1r2,dev
d2,9200793538601130000,TIC 79353860,B,ladder_g1r3,dev
d2,9200793538601210000,TIC 79353860,B,ladder_g2r1,dev
d2,9200793538601230000,TIC 79353860,B,ladder_g2r3,dev
d2,9200793538601310000,TIC 79353860,B,ladder_g3r1,dev
d2,9200793538601320000,TIC 79353860,B,ladder_g3r2,dev
d2,9200793538601330000,TIC 79353860,B,ladder_g3r3,dev
d2,9200793538601221000,TIC 79353860,B,phase_1,dev
d2,9200793538601222000,TIC 79353860,B,phase_2,dev
d2,9200793538601220100,TIC 79353860,B,ampscale_0.7,dev
d2,9200793538601220200,TIC 79353860,B,ampscale_1.3,dev
d2,9200793538601220300,TIC 79353860,B,dropout,dev
d2,9200818489740220000,TIC 81848974,B,nominal,dev
d2,9300818489740220000,TIC 81848974,A,nominal,dev
d2,9200818489741220000,TIC 81848974,B,nominal,dev
d2,9300818489741220000,TIC 81848974,A,nominal,dev
d2,9200818489742220000,TIC 81848974,B,nominal,dev
d2,9300818489742220000,TIC 81848974,A,nominal,dev
d2,9200818489741110000,TIC 81848974,B,ladder_g1r1,dev
d2,9200818489741120000,TIC 81848974,B,ladder_g1r2,dev
d2,9200818489741130000,TIC 81848974,B,ladder_g1r3,dev
d2,9200818489741210000,TIC 81848974,B,ladder_g2r1,dev
d2,9200818489741230000,TIC 81848974,B,ladder_g2r3,dev
d2,9200818489741310000,TIC 81848974,B,ladder_g3r1,dev
d2,9200818489741320000,TIC 81848974,B,ladder_g3r2,dev
d2,9200818489741330000,TIC 81848974,B,ladder_g3r3,dev
d2,9200818489741221000,TIC 81848974,B,phase_1,dev
d2,9200818489741222000,TIC 81848974,B,phase_2,dev
d2,9200818489741220100,TIC 81848974,B,ampscale_0.7,dev
d2,9200818489741220200,TIC 81848974,B,ampscale_1.3,dev
d2,9200880464870220000,TIC 88046487,B,nominal,holdout
d2,9300880464870220000,TIC 88046487,A,nominal,holdout
d2,9200880464871220000,TIC 88046487,B,nominal,holdout
d2,9300880464871220000,TIC 88046487,A,nominal,holdout
d2,9200880464872220000,TIC 88046487,B,nominal,holdout
d2,9300880464872220000,TIC 88046487,A,nominal,holdout
d2,9200880464871110000,TIC 88046487,B,ladder_g1r1,holdout
d2,9200880464871120000,TIC 88046487,B,ladder_g1r2,holdout
d2,9200880464871130000,TIC 88046487,B,ladder_g1r3,holdout
d2,9200880464871210000,TIC 88046487,B,ladder_g2r1,holdout
d2,9200880464871230000,TIC 88046487,B,ladder_g2r3,holdout
d2,9200880464871310000,TIC 88046487,B,ladder_g3r1,holdout
d2,9200880464871320000,TIC 88046487,B,ladder_g3r2,holdout
d2,9200880464871330000,TIC 88046487,B,ladder_g3r3,holdout
d2,9200880464871221000,TIC 88046487,B,phase_1,holdout
d2,9200880464871222000,TIC 88046487,B,phase_2,holdout
d2,9200880464871220100,TIC 88046487,B,ampscale_0.7,holdout
d2,9200880464871220200,TIC 88046487,B,ampscale_1.3,holdout
d2,9200880464871220300,TIC 88046487,B,dropout,holdout
d2,9200947486320220000,TIC 94748632,B,nominal,dev
d2,9300947486320220000,TIC 94748632,A,nominal,dev
d2,9200947486321220000,TIC 94748632,B,nominal,dev
d2,9300947486321220000,TIC 94748632,A,nominal,dev
d2,9200947486322220000,TIC 94748632,B,nominal,dev
d2,9300947486322220000,TIC 94748632,A,nominal,dev
d2,9200947486321110000,TIC 94748632,B,ladder_g1r1,dev
d2,9200947486321120000,TIC 94748632,B,ladder_g1r2,dev
d2,9200947486321130000,TIC 94748632,B,ladder_g1r3,dev
d2,9200947486321210000,TIC 94748632,B,ladder_g2r1,dev
d2,9200947486321230000,TIC 94748632,B,ladder_g2r3,dev
d2,9200947486321310000,TIC 94748632,B,ladder_g3r1,dev
d2,9200947486321320000,TIC 94748632,B,ladder_g3r2,dev
d2,9200947486321330000,TIC 94748632,B,ladder_g3r3,dev
d2,9200947486321221000,TIC 94748632,B,phase_1,dev
d2,9200947486321222000,TIC 94748632,B,phase_2,dev
d2,9200947486321220100,TIC 94748632,B,ampscale_0.7,dev
d2,9200947486321220200,TIC 94748632,B,ampscale_1.3,dev
d2,9200947486321220300,TIC 94748632,B,dropout,dev
d2,9201037008610220000,TIC 103700861,B,nominal,holdout
d2,9301037008610220000,TIC 103700861,A,nominal,holdout
