WDJname,GaiaEDR3,RA_ICRS,DE_ICRS,Pwd,Gmag,BPmag,RPmag,sepsi,o_Gmag,RFG,sigma_G_nobs,in_core,forced_member,n_variants
WDJ191711.96-194131.99 ,4083816430173368320,289.2999424259,-19.69252896417,0.991456,17.4738,17.5337,17.4037,0.356395,173,453.218,0.031509,True,False,4
WDJ191115.03-155720.45 ,4088862329545928960,287.81258863127,-15.95582866852,0.993517,17.9782,18.0426,17.9207,0.010482,202,320.666,0.048122,True,False,4
WDJ182325.57-225233.22 ,4089730604499317760,275.8566184716,-22.87634682162,0.992411,16.4351,16.4266,16.2817,2.728918,237,696.49,0.023998,True,False,4
WDJ183205.61-201911.34 ,4092017378209635072,278.02328010659,-20.31998785902,0.972974,17.2933,17.2802,17.0371,5.787014,191,503.822,0.029783,True,False,4
WDJ183015.08-201233.45 ,4092690554160097920,277.56274986541,-20.20951139344,0.990905,17.0773,17.0401,16.9063,2.210124,216,405.627,0.039339,True,False,4
WDJ183303.93-182614.00 ,4093340502968374528,278.26645793947,-18.43723583047,0.994346,17.3996,17.4539,17.3394,0.0,188,530.895,0.028041,True,False,4
WDJ184530.24-153449.57 ,4100389540731296384,281.37595835862,-15.58050968912,0.967319,17.7014,17.497,17.3483,5.077735,172,403.213,0.035315,True,False,4
WDJ184030.54-111422.90 ,4106646934496648448,280.12752640178,-11.23976211857,0.984489,16.7906,16.7935,16.592,2.099188,201,268.961,0.057231,True,False,4
WDJ171442.62-294345.17 ,4107290939047483008,258.6776776786,-29.72925310046,0.987947,17.216,17.1826,17.1048,5.7343,386,292.999,0.072803,True,False,4
WDJ171346.28-205843.82 ,4116044735188734464,258.4428663249,-20.97892775621,0.993008,17.7155,17.7158,17.6849,5.959182,497,652.497,0.037096,True,False,4
WDJ173525.99-233103.40 ,4116588787373499904,263.85821430937,-23.51766344608,0.937991,17.2201,17.2504,16.971,13.143728,315,440.335,0.043762,True,False,4
WDJ173003.99-220346.23 ,4117752719121772800,262.5166852816,-22.06304591514,0.999258,16.7198,16.7075,16.8207,0.0,303,832.235,0.022709,True,False,4
WDJ173252.24-183227.27 ,4121895850735647360,263.21770956317,-18.54159467643,0.985527,17.7978,17.8638,17.1913,8.592679,454,696.295,0.033225,True,False,4
WDJ173437.11-161853.21 ,4125015852414199936,263.65463123554,-16.31472288207,0.980036,17.9727,17.9293,17.7743,12.900812,493,614.928,0.039203,True,False,4
WDJ171251.78-191550.28 ,4128367507456250240,258.21558783927,-19.26395833743,0.997844,16.2949,16.3166,16.2877,0.0,305,376.878,0.050312,True,False,4
WDJ170120.99-191527.57 ,4128925548277018240,255.33728866127,-19.25761138234,0.998649,15.2163,15.1672,15.3613,5.17633,273,1012.31,0.017721,True,False,4
WDJ011619.55+570029.58 ,413322333748126592,19.08128946187,57.00809512575,0.987494,17.6097,17.6425,17.4942,0.066467,661,652.594,0.042774,True,False,4
WDJ171942.86-182159.29 ,4134483442134184064,259.92847973928,-18.36646178129,0.898476,16.3662,16.2208,16.576,2.87707,391,500.54,0.042892,True,False,4
WDJ172626.15-141246.88 ,4138252774131453952,261.60818451051,-14.21309291584,0.986197,17.0114,16.9464,16.8105,8.227694,455,722.279,0.032065,True,False,4
WDJ004502.35+503408.46 ,414813439007636352,11.25982964121,50.56895872033,0.955155,17.5977,17.573,17.6448,0.11943,467,394.786,0.059432,True,False,4
WDJ181913.36-120856.44 ,4153618204302689920,274.80568296527,-12.14896498549,0.999516,15.7441,15.5719,16.0244,9.278469,205,862.499,0.018024,True,False,4
WDJ183039.43-103659.93 ,4154963942133386880,277.6651024457,-10.61769549949,0.999489,15.3112,15.2928,15.4033,2.240798,202,818.867,0.018845,True,False,4
WDJ181014.65-081749.60 ,4158856591249854848,272.56115397188,-8.29733215301,0.998228,16.406,16.4303,16.4221,1.790446,234,786.013,0.021130,True,False,4
WDJ173125.54-124709.55 ,4162484086261832960,262.85618632046,-12.78604619304,0.99494,17.7137,17.7923,17.6688,0.0,430,437.218,0.051494,True,False,4
WDJ173105.11-100210.64 ,4166492355895860352,262.77141653198,-10.03624705472,0.939309,16.7663,16.7054,16.506,0.0,424,1014.68,0.022033,False,False,1
WDJ194549.13-153135.63 ,4181798519823760256,296.45452937613,-15.52681209001,0.996841,14.6735,14.6775,14.6954,1.382417,169,863.765,0.016341,True,False,4
WDJ192826.21-125643.45 ,4186494632767123968,292.1092409989,-12.94538942903,0.987576,17.4191,17.3412,17.4235,4.017335,272,554.353,0.032301,True,False,4
WDJ195314.95-105417.89 ,4190265648413981312,298.31238438645,-10.90514196458,0.994996,16.4918,16.4321,16.4596,9.237096,328,844.814,0.023276,True,False,4
WDJ002312.01+524245.18 ,419064258342268160,5.80002458818,52.71256491347,0.996335,17.7182,17.5576,17.6538,0.944372,797,996.029,0.030774,True,False,4
WDJ200436.99-080918.61 ,4192720278060810880,301.15412840492,-8.15527453713,0.984904,16.6413,16.5052,16.6916,3.421888,336,878.205,0.022662,True,False,4
WDJ190401.01-102305.20 ,4199456779671028992,286.0040174456,-10.38481401869,0.999125,16.207,16.1613,16.2277,3.028692,222,756.898,0.021373,True,False,4
WDJ190804.25-065740.90 ,4205809203774535936,287.01763941072,-6.96133816704,0.986931,17.2101,17.2048,17.0951,6.028712,209,593.425,0.026450,True,False,4
WDJ201722.07-075603.41 ,4215647633821856896,304.34195402455,-7.93431802922,0.892912,17.584,17.4578,17.3258,8.418669,296,457.362,0.040842,True,False,4
WDJ201249.20-074005.68 ,4215887984490400512,303.20503838186,-7.66832069426,0.999253,17.73,17.5767,17.8542,0.201649,410,629.521,0.034923,True,False,4
WDJ202837.91-060842.77 ,4217793816094052480,307.15892488567,-6.14502457686,0.995655,15.205,15.2294,15.1918,2.729005,269,672.96,0.026461,True,False,4
WDJ202318.65-062015.73 ,4217910669267424512,305.82752867051,-6.33767454827,0.996856,16.6948,16.7281,16.6777,1.314236,273,819.252,0.021897,True,False,4
WDJ202239.21-015657.58 ,4223147887966020224,305.66345847129,-1.94943622752,0.796168,17.555,17.1834,17.0705,0.325451,252,490.011,0.035174,True,False,4
WDJ195309.25-022609.88 ,4234317757878747776,298.28858308679,-2.43614337307,0.883102,17.0442,17.0523,16.9655,1.006201,303,704.154,0.026840,True,False,4
WDJ195629.23-010232.67 ,4235280071072332672,299.1198304881,-1.04554736296,0.993579,13.5912,13.7328,13.3378,0.10503,342,674.98,0.029747,True,False,4
WDJ195912.98+023956.85 ,4241135657686132096,299.80412900117,2.6659833147,0.998682,17.3591,17.3302,17.4094,1.266435,357,770.48,0.026625,False,False,3
WDJ201353.38+070946.36 ,4250461749665556224,303.47210943243,7.16253110463,0.997468,16.4583,16.4811,16.444,0.0,384,886.833,0.023991,True,False,4
WDJ185740.93-032309.55 ,4255583206132050944,284.42055490818,-3.38619217881,0.793639,17.6061,17.6709,16.6932,1.255373,167,422.712,0.033192,True,False,4
WDJ183832.98-053921.07 ,4256487588779050368,279.63736024648,-5.65588696436,0.908637,17.5874,17.5054,17.3231,7.697286,195,328.616,0.046137,True,False,4
WDJ183319.76-024415.61 ,4258138333707381504,278.33252812062,-2.73735244149,0.999778,16.3676,16.3123,16.4951,0.0,168,658.73,0.021363,True,False,4
WDJ191853.56-022012.44 ,4262657670098346624,289.72318856732,-2.3369683612,0.989193,17.5762,17.6765,17.4852,0.0,211,474.613,0.033230,True,False,4
WDJ185815.78-013450.96 ,4265068418051448832,284.56567682332,-1.58080964932,0.898081,17.8858,17.8643,17.7519,0.0,199,448.211,0.034172,True,False,4
WDJ185826.92-011954.43 ,4265081848416429440,284.61218411102,-1.3317854961,0.751349,17.1585,17.1471,17.0878,9.548801,211,362.002,0.043567,True,False,4
WDJ185842.15+003224.72 ,4266643949497573760,284.675734278,0.54008532836,0.996953,17.4504,17.4932,17.4476,0.0,183,522.098,0.028132,True,False,4
WDJ182147.33+010646.67 ,4276493817043885056,275.44725162062,1.11298751279,0.989791,17.5002,17.1848,17.1548,3.396124,148,410.506,0.032176,True,False,4
WDJ185205.15+044225.73 ,4282015946675896832,283.02145404853,4.70708213912,0.997358,17.8893,17.9357,17.9105,1.214049,183,252.631,0.058138,True,False,4
WDJ184032.36+055732.97 ,4285547303161689728,280.13505458154,5.95920863376,0.998923,16.6715,16.5871,16.7521,3.647811,170,645.751,0.021922,True,False,4
WDJ193836.39+062952.93 ,4291788165526059520,294.65176397572,6.49793234425,0.875781,17.9372,17.8781,17.5979,4.430678,333,463.721,0.042726,True,False,4
WDJ195255.25+113810.31 ,4303727384333935360,298.23032691813,11.63613401815,0.82371,16.8547,16.8361,16.7557,1.648777,391,235.318,0.091234,True,False,4
WDJ195025.42+115727.11 ,4304510507179404544,297.60589723284,11.95753648386,0.800895,17.9852,17.8748,18.1289,0.549044,327,532.905,0.036842,True,False,4
WDJ191502.11+071947.86 ,4306244746253355776,288.75839828084,7.32955345043,0.885691,17.8927,17.9922,17.7442,0.089489,189,119.555,0.124850,True,False,4
WDJ191752.60+091202.54 ,4308239608270863104,289.46909746459,9.20050680625,0.970617,17.8432,17.8188,17.6697,5.08488,217,458.726,0.034866,True,False,4
WDJ192035.20+111044.30 ,4309653752005719424,290.14680628691,11.17850431983,0.999766,16.1651,16.083,16.3274,5.912393,375,1070.197,0.019646,True,False,4
WDJ185043.77+085209.46 ,4311103870386173312,282.68235070987,8.86921009547,0.818048,17.0365,16.9104,16.8022,8.031759,282,601.0,0.030337,True,False,4
WDJ184639.21+094255.37 ,4311451556624073472,281.66336373828,9.71551646394,0.999725,16.2484,16.1922,16.3883,1.025038,306,980.687,0.019367,False,False,2
WDJ194125.05+152255.30 ,4318508939464901760,295.35418696819,15.38181184769,0.848888,16.9602,16.8922,16.7853,2.462427,353,29.491,0.691707,True,False,4
WDJ193141.19+164826.18 ,4322122179512445568,292.92171717546,16.80737555811,0.999551,15.9123,15.7949,16.1347,8.524647,330,1082.251,0.018224,False,False,2
WDJ165335.21-100116.33 ,4334641562477923712,253.39740924173,-10.02214099124,0.991156,15.7078,15.8507,15.3847,2.160017,598,1113.413,0.023846,True,False,4
WDJ155636.02-101808.79 ,4346426506065208192,239.15002303386,-10.30267987912,0.995325,17.7337,17.7972,17.6787,0.0,358,651.299,0.031542,True,False,4
WDJ030211.43+480013.62 ,436085007572835072,45.5475069875,48.00377233832,0.997805,16.3022,16.3302,16.3132,0.241108,279,744.45,0.024361,True,False,4
WDJ172444.85-053458.01 ,4362230748762429952,261.1866417897,-5.58317674051,0.999152,16.1276,16.1115,16.2091,0.0,461,1018.505,0.022888,True,False,4
WDJ172137.63-030215.82 ,4366857837287969792,260.40674356779,-3.03744968963,0.99845,16.4254,16.4416,16.4466,0.331685,493,1199.206,0.020103,False,False,1
WDJ173346.08-012423.37 ,4370487737488644096,263.44206838008,-1.4064774957,0.95012,17.8539,17.8937,17.6895,8.935242,359,546.204,0.037663,True,False,4
WDJ164900.24-005443.30 ,4379594403889216896,252.2508151355,-0.91212207272,0.988746,17.6365,17.7209,17.5378,0.71379,392,713.32,0.030136,True,False,4
WDJ164938.84+011533.29 ,4384641785033845376,252.41183126986,1.25930788207,0.994616,16.2914,16.1272,16.5731,9.368901,346,784.27,0.025751,True,False,4
WDJ171241.64+015533.23 ,4387775530611235200,258.17346639005,1.92589970004,0.792233,17.2912,17.1918,17.3294,8.964576,339,602.791,0.033163,True,False,4
WDJ153307.70-060613.49 ,4400342433118262272,233.28192733786,-6.10405775391,0.893864,17.9251,18.0537,17.7684,0.0,203,457.333,0.033825,True,False,4
WDJ154101.26-023916.65 ,4403559191824602496,235.2553169144,-2.65488544231,0.995043,16.8256,16.8807,16.7929,0.149363,306,486.869,0.039010,True,False,4
WDJ160635.66-013228.85 ,4406334049937890176,241.64864075665,-1.54184869841,0.993803,16.1464,16.1543,16.0699,2.982978,374,522.081,0.040218,True,False,4
WDJ152403.40-003022.87 ,4415701304886958848,231.01394189981,-0.5064004153,0.988579,15.8146,15.8218,15.7055,1.845535,225,387.088,0.042073,True,False,4
WDJ152839.45+011300.07 ,4417843183603168640,232.16432975718,1.21674378635,0.992923,16.7201,16.5779,17.006,3.329194,236,349.911,0.047668,True,False,4
WDJ150909.60-010826.97 ,4418372534027715968,227.28992411634,-1.14086696379,0.998554,17.0876,16.9965,17.3149,1.444705,196,536.78,0.028318,True,False,4
WDJ154130.76+032313.05 ,4424531104813732736,235.37800573759,3.38689770334,0.9985,16.8645,16.8029,16.9232,11.669083,296,788.899,0.023678,True,False,4
WDJ152941.47+060402.00 ,4429106481934491136,232.42288999467,6.06681196221,0.999242,15.994,15.9724,16.0889,1.059176,244,890.827,0.019038,True,False,4
WDJ162247.64+015343.98 ,4432766309468042752,245.69846409285,1.89555113884,0.993105,17.2704,17.1123,17.638,2.746189,376,719.893,0.029245,True,False,4
WDJ162157.79+043218.81 ,4436905352274528896,245.49049484554,4.53860887678,0.999034,16.8596,16.777,17.0155,0.0,520,1094.003,0.022631,False,False,1
WDJ162904.15+053651.80 ,4438422055545153536,247.26736751303,5.61435463221,0.99702,17.9647,17.9839,17.9373,0.0,267,478.105,0.037107,True,False,4
WDJ161512.22+110239.98 ,4453903355360209152,243.80092542814,11.04445596738,0.996244,17.0979,16.9497,17.4058,1.333857,360,767.932,0.026826,True,False,4
WDJ160730.60+130222.03 ,4458134306166822528,241.8775202793,13.03948327855,0.948563,17.8959,17.7058,18.1243,7.578345,355,557.483,0.036695,True,False,4
WDJ034533.69+174456.74 ,44581764827781632,56.39054515708,17.74902095679,0.975943,16.9888,16.9425,16.757,0.0,259,412.959,0.042312,True,False,4
WDJ162813.34+122452.71 ,4460327252045435648,247.05508939972,12.41424259749,0.997147,16.2465,16.274,16.234,0.0,653,496.691,0.055859,True,False,4
WDJ180433.71+011441.81 ,4467762012240933888,271.14046701085,1.24500070363,0.997397,17.6278,17.6813,17.6483,3.690797,251,490.332,0.035081,True,False,4
WDJ182547.52+063337.38 ,4477233961327345536,276.44796073083,6.56035206179,0.994698,16.8129,16.7261,16.8962,6.101825,314,628.824,0.030596,True,False,4
WDJ183202.83+085636.24 ,4479342339285057408,278.01181996513,8.94338422545,0.999489,17.014,16.8737,17.2746,2.695035,277,517.097,0.034946,True,False,4
WDJ173042.95+105246.81 ,4491980748701631616,262.67871645617,10.8792882817,0.99801,16.1542,16.1699,16.1556,0.0,384,917.218,0.023196,True,False,4
WDJ180929.20+135623.24 ,4497367599768691712,272.37174059691,13.94012282083,0.999249,16.2109,16.1711,16.2846,7.522814,422,1116.894,0.019970,True,False,4
WDJ175740.89+180356.66 ,4503347770490390016,269.42031331851,18.0654037503,0.992571,16.6067,16.6478,16.5256,0.0,439,995.383,0.022854,True,False,4
WDJ184118.49+123928.34 ,4505197187707403008,280.32718167987,12.65797509989,0.964216,16.5618,16.5446,16.4868,0.0,316,914.135,0.021113,True,False,4
WDJ185640.86+120844.61 ,4505853871020827904,284.17031778259,12.14561112447,0.998475,16.7842,16.7865,16.8422,0.003682,233,741.7,0.022345,True,False,4
WDJ184843.44+174658.92 ,4511443341484192256,282.18097209594,17.7829153852,0.99256,17.8331,17.8252,17.8593,0.036881,623,789.768,0.034314,True,False,4
WDJ190520.72+164412.78 ,4513890579470651392,286.33620644175,16.7364591351,0.975062,17.7138,17.7491,17.5222,6.249829,534,728.604,0.034435,True,False,4
WDJ185218.63+183355.13 ,4517521407404432512,283.07753087163,18.56553651532,0.995756,16.8546,16.9635,16.6751,0.0,423,979.223,0.022804,True,False,4
WDJ190024.55+191742.13 ,4517992170175866368,285.10238052241,19.29536100022,0.997101,16.715,16.7422,16.7047,0.0,402,482.453,0.045121,True,False,4
WDJ185455.06+212519.96 ,4519318456074056832,283.72893311722,21.42237596005,0.996539,16.9055,16.9411,16.8765,0.0,604,733.935,0.036357,True,False,4
WDJ180937.05+193614.70 ,4527450852077318912,272.40436050623,19.6039547627,0.996424,17.9595,18.0132,17.9391,0.0,469,443.779,0.052984,True,False,4
WDJ173207.87+150738.72 ,4542924485372999808,263.03281964482,15.12722270052,0.996955,17.4291,17.4725,17.4142,0.0,504,877.725,0.027770,True,False,4
WDJ021319.38+522104.86 ,455164935930210944,33.33081482721,52.35132399314,0.950648,17.7704,17.5219,17.4983,2.645078,400,555.389,0.039098,True,False,4
WDJ174415.35+223627.53 ,4556431199748103936,266.06397918077,22.60756458641,0.962859,17.1071,16.9552,17.3715,5.120914,652,969.152,0.028606,True,False,4
WDJ165657.47+155627.79 ,4557852490326063232,254.23917084462,15.9413065898,0.999511,16.5127,16.4286,16.6214,0.41565,800,1099.91,0.027920,True,False,4
WDJ165426.50+235241.67 ,4566554472019360128,253.61047207877,23.878073419,0.996968,16.9883,17.0165,16.9641,0.947133,615,735.134,0.036626,True,False,4
WDJ171840.63+252431.90 ,4570546317703725312,259.6692263486,25.40875398994,0.997747,16.0906,16.1037,16.0811,2.105908,541,503.828,0.050123,True,False,4
WDJ175909.02+231155.71 ,4577671874609450368,269.78754936219,23.19879942995,0.829271,17.5051,17.4265,17.6666,0.0,582,237.109,0.110468,True,False,4
WDJ022152.87+561430.85 ,458252738239635584,35.47026402499,56.24192229198,0.942812,17.9169,17.8492,18.0181,0.0,560,716.322,0.035868,True,False,4
WDJ181728.88+282326.60 ,4586334819344859392,274.37059380178,28.39079453901,0.996699,17.9364,17.9905,17.9245,0.383861,460,428.414,0.054355,True,False,4
WDJ021811.42+575020.90 ,458685159848886528,34.54807527022,57.83916733803,0.996221,17.4652,17.4864,17.4052,0.793009,436,466.855,0.048561,True,False,4
WDJ183244.36+291105.59 ,4587412856136181376,278.18482778898,29.18487163583,0.98976,16.7421,16.5691,17.1206,5.487833,449,712.556,0.032287,True,False,4
WDJ182802.52+312726.85 ,4591984007008243840,277.01043944104,31.45714678884,0.995444,17.6567,17.6907,17.6029,1.506998,454,416.757,0.055510,True,False,4
WDJ022704.24+591502.04 ,459237630076876672,36.76822557569,59.2506397947,0.987809,15.9451,16.1121,15.6461,0.0,416,1128.581,0.019622,True,False,4
WDJ181842.74+320436.25 ,4592594927456151168,274.67817785231,32.07682420381,0.977669,17.6469,17.7027,17.5016,0.0,448,502.336,0.045748,True,False,4
WDJ173820.37+331845.05 ,4602156624166140544,264.58492402198,33.3127537938,0.99407,17.6351,17.652,17.5395,0.0,420,686.339,0.032420,True,False,4
WDJ173351.53+341012.33 ,4602478059518965632,263.46431501012,34.17027136591,0.973217,16.3309,16.353,16.1333,0.0,367,659.919,0.031519,True,False,4
WDJ175523.53+363924.73 ,4608235514718975104,268.84808011084,36.65714229119,0.998512,16.099,15.9748,16.3583,3.551659,440,1205.931,0.018885,False,False,2
WDJ175555.45+395844.68 ,4611476737557895552,268.98081241855,39.97865885417,0.995342,16.9489,16.9907,16.9339,0.498813,400,513.374,0.042298,True,False,4
WDJ020219.43-851521.79 ,4616773218211143168,30.58321564308,-85.25587308701,0.997116,17.6906,17.7225,17.6861,0.0,430,740.074,0.030422,True,False,4
WDJ024235.52-820636.32 ,4618860233015905408,40.65113373363,-82.11018428959,0.994961,16.4564,16.5388,16.3267,1.310646,359,809.435,0.025415,True,False,4
WDJ032438.66+602055.88 ,462506821746606464,51.16129324853,60.34885744533,0.997036,16.0729,16.0972,16.0441,1.831062,419,1162.889,0.019111,True,False,4
WDJ040536.39-762828.08 ,4627855367706529152,61.40227308858,-76.47437689936,0.989085,16.4999,16.5423,16.4626,0.0,349,843.669,0.024042,True,False,4
WDJ002012.05-815810.05 ,4630881258066239232,5.05048506088,-81.96948978144,0.969843,17.4624,17.3659,17.6897,0.0,409,630.567,0.034822,True,False,4
WDJ015908.54-764542.38 ,4636644593077501056,29.78565059704,-76.76163788723,0.96714,17.9695,17.9715,17.7366,0.0,412,572.038,0.038525,True,False,4
WDJ024521.42+593809.94 ,464341597411100544,41.33950267027,59.63586511593,0.789451,17.332,17.0904,16.8884,5.591673,453,859.951,0.026872,True,False,4
WDJ023055.48-732329.13 ,4643649611721696000,37.73114244763,-73.39171306239,0.934455,17.7034,17.7649,17.5731,0.0,348,551.626,0.036717,True,False,4
WDJ055014.90-702630.88 ,4656985111546234880,87.56206161595,-70.44205730752,0.997724,17.801,17.7255,17.7072,0.0,348,350.042,0.057862,True,False,4
WDJ050333.06-681738.85 ,4661346560745269504,75.8880297879,-68.29395095825,0.998806,17.6301,17.3724,17.6746,4.126204,383,581.364,0.036549,True,False,4
WDJ045527.27-625844.61 ,4665237908354588288,73.86402106328,-62.97853557228,0.998208,14.9708,14.9838,14.9843,0.0,308,1099.433,0.017331,True,False,4
WDJ041033.37-585203.63 ,4681729620697295360,62.63904449533,-58.86763428281,0.940258,17.568,17.5066,17.6524,0.0,342,201.69,0.099553,True,False,4
WDJ001303.61-751841.87 ,4685207753933299968,3.26608584268,-75.31140557168,0.999736,16.2392,16.1513,16.4173,1.733114,435,493.774,0.045861,True,False,4
WDJ014611.80-702019.78 ,4687960621811310976,26.55105376567,-70.33877130714,0.995422,15.4629,15.4162,15.5196,1.728852,337,974.4,0.020455,True,False,4
WDJ012624.73-711711.95 ,4687985493966045696,21.6010246422,-71.28701165201,0.997144,16.9615,16.9824,16.9502,0.0,348,383.526,0.052810,True,False,4
WDJ003751.15-725744.22 ,4688909740895058432,9.46313194241,-72.96229188607,0.761844,17.9327,17.8378,17.9762,1.917065,385,421.932,0.050491,True,False,4
WDJ021328.27-643708.87 ,4699906742631457280,33.36774483024,-64.61949147236,0.997872,16.9792,16.9955,16.9809,0.0,357,799.58,0.025656,True,False,4
WDJ012633.38-655635.07 ,4704847230628098048,21.63808086518,-65.94338241491,0.998443,15.5206,15.5157,15.5855,0.400858,407,1286.413,0.017027,False,False,2
WDJ013739.95-645638.51 ,4710996863585693568,24.4172272536,-64.94401762226,0.996216,17.94,17.9707,17.9318,0.0,378,602.465,0.035038,True,False,4
WDJ014109.33-643708.93 ,4711031463842628736,25.28902684026,-64.6190781322,0.980659,16.53,16.3408,16.9328,4.507201,382,847.013,0.025053,True,False,4
WDJ014826.87-614542.98 ,4712706161786311040,27.11295084631,-61.76181019042,0.992651,17.9462,18.1338,17.7035,0.0,339,587.456,0.034029,True,False,4
WDJ033619.17-564436.07 ,4729763229265811328,54.08005943035,-56.74352782419,0.997081,17.4933,17.5364,17.4978,0.0,472,474.248,0.049738,True,False,4
WDJ033545.41-561436.02 ,4730623871992468608,53.9393010299,-56.2433195887,0.996166,17.8541,17.8254,17.8179,8.603536,431,567.35,0.039729,True,False,4
WDJ031946.41-555609.69 ,4733457961996629120,49.9434303218,-55.93613597671,0.98042,17.9413,18.0119,17.8905,0.0,535,730.641,0.034371,True,False,4
WDJ031318.66-560734.99 ,4733604373137759616,48.32699815199,-56.12763421859,0.996911,14.5998,14.6293,14.5707,3.345339,485,961.732,0.024862,True,False,4
WDJ021212.66-572521.02 ,4739285476703611648,33.05282589481,-57.42252312248,0.996239,17.4565,17.5048,17.4428,0.0,543,778.136,0.032514,True,False,4
WDJ024918.23-533435.43 ,4741117370449721216,42.32581967361,-53.57678242102,0.997587,16.4335,16.4555,16.4297,1.663612,482,434.405,0.054872,True,False,4
WDJ020817.65-532335.49 ,4743948956489483008,32.07336500108,-53.39331488393,0.914671,17.4381,17.2617,17.0523,1.759213,319,571.588,0.033926,True,False,4
WDJ023156.01-535753.18 ,4744553855386223488,37.98400844587,-53.96479125264,0.996831,16.7838,16.8057,16.7707,0.0,449,502.668,0.045768,True,False,4
WDJ050323.06-570122.22 ,4763928766392708864,75.84609540391,-57.02269490761,0.994159,16.1104,15.9307,16.4381,9.070876,331,796.982,0.024785,True,False,4
WDJ055536.82-585931.14 ,4765030545763327616,88.90373542555,-58.99194590227,0.983423,17.8384,17.8097,17.7276,5.117865,408,502.281,0.043662,True,False,4
WDJ054815.93-551124.07 ,4767562373148092032,87.06644132674,-55.19034679257,0.997414,17.3444,17.3822,17.3521,0.0,325,599.818,0.032632,True,False,4
WDJ051447.73-505216.43 ,4772948197714186112,78.69891564417,-50.87128629665,0.999676,17.2006,17.0481,17.5046,2.245605,354,763.597,0.026752,True,False,4
WDJ051440.10+630736.75 ,478101057719818112,78.66704481914,63.12684016807,0.999659,17.1629,16.8394,17.0221,2.523309,350,678.327,0.029945,True,False,4
WDJ042642.02-502555.21 ,4781653099991148928,66.67509222705,-50.43188576234,1.0,17.9648,17.8915,18.1201,0.0,358,424.082,0.048441,True,False,4
WDJ050011.50-504612.38 ,4783648885393612160,75.04824177636,-50.77055267138,0.996131,17.0364,17.0823,17.0272,0.0,350,444.781,0.045668,True,False,4
WDJ042211.36-474142.02 ,4788896304637763072,65.54689848592,-47.69496887553,0.999581,15.2295,15.1281,15.4226,10.023848,401,769.04,0.028271,True,False,4
WDJ043220.14-464617.12 ,4789193894331683712,68.08384799973,-46.77148670864,0.780667,17.9505,17.7154,17.4874,2.376921,315,422.562,0.045603,True,False,4
WDJ055705.77-531402.59 ,4791992941698698368,89.2740098108,-53.23390090571,0.784503,17.5658,17.3032,16.8544,0.383243,242,581.095,0.029066,True,False,4
WDJ052330.80-472219.55 ,4797409582653745152,80.87843058538,-47.37213580884,0.99964,16.6938,16.5977,16.8909,0.277062,390,822.524,0.026068,True,False,4
WDJ055826.65-423558.28 ,4803707722696551552,89.61109261553,-42.5994774441,0.974608,17.0458,16.87,17.4058,3.118611,361,716.427,0.028794,True,False,4
WDJ054646.49-430846.51 ,4804232911297598592,86.69372598612,-43.1464181716,0.999604,17.5383,17.4489,17.7451,1.530629,343,703.588,0.028579,True,False,4
WDJ050046.53-464937.88 ,4810151685469217024,75.19381857026,-46.82713815191,0.996195,17.2158,17.049,17.1071,4.988352,241,618.374,0.027257,True,False,4
WDJ044153.83-431833.50 ,4814690259013570176,70.47437275386,-43.30932825029,0.977395,17.518,17.3546,17.8823,3.363639,372,730.518,0.028666,True,False,4
WDJ044015.61-394549.60 ,4816483154458188672,70.06499579069,-39.76397834489,0.996475,17.9738,17.9842,17.9421,2.37885,426,536.521,0.041768,True,False,4
WDJ045756.19-342403.77 ,4825040614800521472,74.48419724083,-34.40102047496,0.997904,17.618,17.641,17.6287,0.0,449,742.978,0.030965,True,False,4
WDJ050506.21-322916.12 ,4827119688210203392,76.27636101914,-32.48773013906,0.996911,17.5508,17.5848,17.5419,0.0,444,581.111,0.039369,True,False,4
WDJ034329.03-454904.23 ,4835794942327992704,55.87175657146,-45.81721106594,0.997587,15.0418,15.0627,15.0393,2.91768,426,471.689,0.047509,True,False,4
WDJ041539.80-402232.69 ,4841120770494891520,63.91591578953,-40.3756692405,0.996672,16.0928,15.9307,16.427,8.782486,401,581.475,0.037391,True,False,4
WDJ034706.37-420147.04 ,4842850164846548736,56.77669056795,-42.02960986777,0.998528,17.3663,17.2292,17.6424,0.0,342,725.056,0.027693,True,False,4
WDJ040444.43-395043.01 ,4844023064578952320,61.18512075424,-39.84533524822,0.962046,17.6635,17.5654,17.8309,1.808353,460,287.198,0.081082,True,False,4
WDJ051825.31+675349.92 ,484475923061164160,79.60596149681,67.89728704021,0.999659,16.3536,16.3026,16.4235,14.036134,702,1447.757,0.019870,False,False,2
WDJ032205.10-472106.46 ,4846154678323893248,50.52131294464,-47.3517865131,0.977738,17.2992,17.0906,17.6841,3.535133,416,318.249,0.069583,True,False,4
WDJ033715.17-415523.80 ,4849023441599834112,54.31330299068,-41.92320803073,0.99682,16.2721,16.1013,16.5959,5.45072,405,992.764,0.022009,True,False,4
WDJ032031.41-365657.63 ,4854666478871104256,50.13150938714,-36.94911112648,0.995214,16.5043,16.5426,16.4658,0.0,447,796.408,0.028823,True,False,4
WDJ042148.99-355849.10 ,4869262701888061056,65.4540035519,-35.98050136696,0.99736,17.1313,17.1483,17.1177,0.545184,445,417.988,0.054795,True,False,4
